"Vertical_Segment","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_size","Cache_type","Max_Memory_Size","Max_Memory_Bandwidth","Execute_Disable_Bit"
"Desktop",22,195,4,4,3100,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,189.5,4,4,2800,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,189.5,4,4,3200,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,184,2,4,2900,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,201,4,4,2900,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,209,4,4,3300,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,197,4,4,3000,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,213,4,4,3400,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,230,4,4,3400,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,205,4,4,2300,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,205,4,4,3100,6,"SmartCache",32,25.6,"Yes"
"Embedded",22,235,2,4,2700,3,"SmartCache",16,25.6,"Yes"
"Mobile",22,346,2,4,2900,4,"SmartCache",32,25.6,"Yes"
"Embedded",22,280,2,4,1700,4,"SmartCache",16,25.6,"Yes"
"Mobile",22,346,2,4,2000,4,"SmartCache",32,25.6,"Yes"
"Mobile",22,346,2,4,3000,4,"SmartCache",32,25.6,"Yes"
"Embedded",22,306,2,4,2500,4,"SmartCache",16,25.6,"Yes"
"Embedded",22,335,4,8,2300,6,"SmartCache",32.23,25.6,"Yes"
"Mobile",22,378,4,8,2300,6,"SmartCache",32,25.6,"Yes"
"Mobile",22,378,4,8,2100,6,"SmartCache",32,25.6,"Yes"
"Embedded",22,363,4,8,2100,6,"SmartCache",16.11,25.6,"Yes"
"Mobile",22,378,4,8,2100,6,"SmartCache",32,25.6,"Yes"
"Embedded",22,335,4,8,2300,6,"SmartCache",16.11,25.6,"Yes"
"Mobile",22,378,4,8,2300,6,"SmartCache",32,25.6,"Yes"
"Mobile",22,378,4,8,2400,6,"SmartCache",32,25.6,"Yes"
"Mobile",22,378,4,8,2200,6,"SmartCache",32,25.6,"Yes"
"Mobile",22,346,2,4,2000,4,"SmartCache",32,25.6,"Yes"
"Mobile",22,346,2,4,2100,4,"SmartCache",32,25.6,"Yes"
"Mobile",22,378,4,8,2600,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,288.5,4,8,3400,8,"SmartCache",32,25.6,"Yes"
"Mobile",22,379,4,8,2700,6,"SmartCache",32,25.6,"Yes"
"Desktop",22,337,4,8,3500,8,"SmartCache",32,25.6,"Yes"
"Desktop",22,299.5,4,8,3100,8,"SmartCache",32,25.6,"Yes"
"Desktop",22,294,4,8,2500,8,"SmartCache",32,25.6,"Yes"
"Mobile",22,568,4,8,2700,8,"SmartCache",32,25.6,"Yes"
"Mobile",22,568,4,8,2800,8,"SmartCache",32,25.6,"Yes"
"Desktop",45,990,4,8,3200,8,"SmartCache",24,25.6,"Yes"
"Desktop",45,1059,4,8,3330,8,"SmartCache",24,25.6,"Yes"
"Desktop",32,1059,6,12,3330,12,"SmartCache",24,25.6,"Yes"
"Desktop",32,1059,6,12,3460,12,"SmartCache",24,25.6,"Yes"
"Server",14,129,2,4,2200,3,NA,128,25.6,"Yes"
"Server",14,156,2,2,1500,3,NA,128,25.6,"Yes"
"Server",14,194,4,8,1600,6,NA,128,25.6,"Yes"
"Server",14,200,4,8,1500,6,NA,128,25.6,"Yes"
"Desktop",22,64,2,2,2900,3,"SmartCache",32,21,"Yes"
"Desktop",22,64,2,2,3000,3,"SmartCache",32,21,"Yes"
"Desktop",22,64,2,2,2500,3,"SmartCache",32,21,"Yes"
"Desktop",22,64,2,2,2600,3,"SmartCache",32,21,"Yes"
"Desktop",22,73.5,2,2,3100,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,78.5,2,2,3200,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,93,2,2,3300,3,"SmartCache",32,25.6,"Yes"
"Embedded",14,64,2,2,2400,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,64,2,2,2900,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,64,2,2,3300,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,64,2,4,3500,3,NA,64,25.6,"Yes"
"Desktop",14,89.5,2,2,3600,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,78.5,2,2,3500,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,75,2,2,3000,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,64,2,4,2900,3,NA,64,25.6,"Yes"
"Desktop",14,89.5,2,4,3700,3,NA,64,25.6,"Yes"
"Desktop",14,78.5,2,4,3600,3,NA,64,25.6,"Yes"
"Desktop",14,75,2,4,3000,3,NA,64,25.6,"Yes"
"Desktop",22,59,2,2,3000,3,"SmartCache",32,21.3,"Yes"
"Desktop",22,59,2,2,3100,3,"SmartCache",32,21.3,"Yes"
"Desktop",22,64,2,2,2600,3,"SmartCache",32,21.3,"Yes"
"Desktop",22,64,2,2,2700,3,"SmartCache",32,21.3,"Yes"
"Desktop",22,57,2,2,3200,3,"SmartCache",32,21.3,"Yes"
"Desktop",22,72,2,2,3200,3,NA,32,21.3,"Yes"
"Desktop",22,64,2,2,3300,3,NA,32,21.3,"Yes"
"Desktop",22,64,2,2,2800,3,"SmartCache",32,21.3,"Yes"
"Desktop",22,64,2,2,2900,3,NA,32,21.3,"Yes"
"Embedded",22,70,2,2,2300,3,"SmartCache",32,21.3,"Yes"
"Desktop",22,78.5,2,2,3200,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,75,2,2,2700,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,89.5,2,2,3300,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,78.5,2,2,3300,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,75,2,2,2800,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,78.5,2,2,3400,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,75,2,2,2900,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,78.5,2,2,3500,3,"SmartCache",32,25.6,"Yes"
"Desktop",22,75,2,2,3000,3,NA,32,25.6,"Yes"
"Desktop",22,86,2,2,3600,3,NA,32,25.6,"Yes"
"Embedded",22,86,2,2,1500,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,75,2,2,2000,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,107,2,2,1400,2,"SmartCache",16,25.6,"Yes"
"Mobile",22,107,2,2,1400,2,"SmartCache",16,25.6,"Yes"
"Mobile",22,75,2,2,2200,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,107,2,2,1600,2,"SmartCache",16,25.6,"Yes"
"Mobile",22,75,2,2,1900,2,NA,32,25.6,"Yes"
"Mobile",22,75,2,2,1500,2,"SmartCache",32,25.6,"Yes"
"Mobile",22,75,2,2,1600,2,NA,32,25.6,"Yes"
"Embedded",22,76,2,2,2200,2,"SmartCache",16,25.6,"Yes"
"Mobile",22,75,2,2,2100,2,"SmartCache",32,25.6,"Yes"
"Embedded",22,119,2,2,1400,2,"SmartCache",16,25.6,NA
"Desktop",32,42,2,2,2400,2,"SmartCache",32,17,"Yes"
"Embedded",32,98,1,1,1000,1,"SmartCache",4.88,25.6,NA
"Mobile",32,72,2,2,1600,2,"SmartCache",16.6,21.3,"Yes"
"Embedded",32,89,1,1,1400,1.5,"SmartCache",16.6,21.3,NA
"Embedded",32,72,2,2,1600,2,"SmartCache",16.6,21.3,NA
"Desktop",32,41,2,2,2500,2,"SmartCache",32,17,"Yes"
"Mobile",32,134,2,4,1100,2,"L3",16,21.3,"Yes"
"Embedded",32,111,2,2,1100,2,"SmartCache",16.6,21.3,NA
"Desktop",32,42,2,2,2600,2,"SmartCache",32,17,"Yes"
"Desktop",32,52,2,2,2700,2,"SmartCache",32,17,"Yes"
"Mobile",32,86,2,2,1900,2,"L3",16,21.3,"Yes"
"Desktop",45,52,2,4,2700,1,"SmartCache",32,25.6,"Yes"
"Desktop",32,37,1,2,1800,1.5,"SmartCache",32,17,"Yes"
"Desktop",45,42,2,4,2600,1,"SmartCache",32,25.6,"Yes"
"Desktop",32,37,1,2,1900,1.5,"SmartCache",32,17,"Yes"
"Embedded",NA,90,1,2,1300,1.5,"L3",16,21.3,"Yes"
"Mobile",32,134,2,2,1200,2,"SmartCache",8,12.8,"Yes"
"Desktop",45,47,2,4,2500,1,"L2",32,25.6,"Yes"
"Desktop",32,37,1,2,2000,1.5,"SmartCache",32,17,"Yes"
"Mobile",32,105,2,2,1060,2,NA,8,17.1,"Yes"
"Mobile",32,68,2,2,1860,2,"SmartCache",8,17.1,"Yes"
"Desktop",45,47,2,4,2400,1,"L2",32,25.6,"Yes"
"Mobile",45,87,1,2,1200,1,"L2",32,25.6,"Yes"
"Desktop",65,47,2,4,2200,0.5,"L2",32,25.6,"Yes"
"Desktop",65,37,1,2,1800,0.5,"L2",32,25.6,"Yes"
"Embedded",22,95,1,1,1500,1,"SmartCache",16,25.6,NA
"Embedded",45,153,1,2,1330,2,"L3",32,25.6,"Yes"
"Mobile",32,68,2,2,1860,2,"SmartCache",8,17.1,"Yes"
"Mobile",45,62,2,4,1900,1,"L2",32,25.6,"Yes"
"Mobile",45,161,1,2,1200,1,"L2",32,25.6,"Yes"
"Desktop",65,58,2,4,2400,0.5,"L2",32,25.6,"Yes"
"Server",14,311,8,8,1700,11,"L3",768,25.6,"Yes"
"Server",14,422,8,16,1800,11,"L3",768,25.6,"Yes"
"Server",14,501,8,16,2000,11,"L3",768,25.6,"Yes"
"Server",14,506,8,16,2100,11,"L3",768,25.6,"Yes"
"Server",14,478,4,8,2600,8.25,"L3",768,25.6,"Yes"
"Server",14,773,10,20,2200,13.75,"L3",768,25.6,"Yes"
"Server",14,699,10,20,2200,13.75,"L3",768,25.6,"Yes"
"Server",14,1007,12,24,2100,16.5,"L3",768,25.6,"Yes"
"Server",14,1221,10,20,2400,13.75,"L3",768,25.6,"Yes"
"Server",14,1273,12,24,2300,16.5,"L3",768,25.6,"Yes"
"Server",14,1558,14,28,2200,19.25,"L3",768,25.6,"Yes"
"Server",14,1224,4,8,3600,16.5,"L3",768,25.6,"Yes"
"Server",14,1727,14,28,2200,19.25,"L3",768,25.6,"Yes"
"Server",14,1776,12,24,2600,19.25,"L3",768,25.6,"Yes"
"Server",14,1931,12,24,2600,19.25,"L3",768,25.6,"Yes"
"Server",14,1865,12,24,2600,19.25,"L3",768,25.6,"Yes"
"Server",14,1694,6,12,3400,19.25,"L3",768,25.6,"Yes"
"Server",14,1897,16,32,2100,22,"L3",768,25.6,"Yes"
"Server",14,2049,16,32,2100,22,"L3",768,25.6,"Yes"
"Server",14,1988,16,32,2100,22,"L3",768,25.6,"Yes"
"Server",14,2111,14,28,2600,19.25,"L3",768,25.6,"Yes"
"Server",14,5217,8,16,3200,24.75,"L3",1536,25.6,"Yes"
"Server",14,2217,8,16,3200,24.75,"L3",768,25.6,"Yes"
"Server",14,2460,12,24,3000,24.75,"L3",768,25.6,"Yes"
"Server",14,2615,20,40,2000,27.5,"L3",768,25.6,"Yes"
"Server",14,2767,20,40,2000,27.5,"L3",768,25.6,"Yes"
"Server",14,2742,20,40,2000,27.5,"L3",768,25.6,"Yes"
"Server",14,2448,18,36,2300,24.75,"L3",768,25.6,"Yes"
"Server",14,5448,18,36,2300,24.75,"L3",1536,25.6,"Yes"
"Server",14,2949,16,32,2600,22,"L3",768,25.6,"Yes"
"Server",14,5949,16,32,2600,22,"L3",1536,25.6,"Yes"
"Server",14,2925,8,16,3500,24.75,"L3",768,25.6,"Yes"
"Server",14,3101,16,32,2600,22,"L3",768,25.6,"Yes"
"Server",14,3286,12,24,3200,24.75,"L3",768,25.6,"Yes"
"Server",14,3075,20,40,2400,27.5,"L3",768,25.6,"Yes"
"Server",14,3227,20,40,2400,27.5,"L3",768,25.6,"Yes"
"Server",14,3358,18,36,2700,24.75,"L3",768,25.6,"Yes"
"Server",14,3658,22,44,2100,30.25,"L3",768,25.6,"Yes"
"Server",14,3543,18,36,3000,24.75,"L3",768,25.6,"Yes"
"Server",14,3115,16,32,2000,22,"L3",768,25.6,"Yes"
"Server",14,7007,4,8,3600,16.5,"L3",768,25.6,"Yes"
"Server",14,7007,12,24,3000,24.75,"L3",768,25.6,"Yes"
"Server",14,4705,24,48,2100,33,"L3",768,25.6,"Yes"
"Server",14,4856,24,48,2100,33,"L3",768,25.6,"Yes"
"Server",14,4936,24,48,2100,33,"L3",768,25.6,"Yes"
"Server",14,7704,24,48,2100,33,"L3",1536,25.6,"Yes"
"Server",14,6117,26,52,2000,35.75,"L3",768,25.6,"Yes"
"Server",14,5890,24,48,2700,33,"L3",768,25.6,"Yes"
"Server",14,7408,26,52,2100,35.75,"L3",768,25.6,"Yes"
"Server",14,10409,26,52,2100,35.75,"L3",1536,25.6,"Yes"
"Server",14,8719,28,56,2100,38.5,"L3",768,25.6,"Yes"
"Server",14,11722,28,56,2100,38.5,"L3",1536,25.6,"Yes"
"Server",14,10009,28,56,2500,38.5,"L3",768,25.6,"Yes"
"Server",14,13011,28,56,2500,38.5,"L3",1536,25.6,"Yes"
"Server",14,2170,14,28,2000,35,NA,3143.68,85,"Yes"
"Server",14,1502,10,20,2000,25,NA,3143.68,85,"Yes"
"Server",14,3003,16,32,2100,40,NA,3143.68,85,"Yes"
"Server",14,4061,18,36,2200,45,NA,3143.68,85,"Yes"
"Server",14,4672,18,36,2400,45,NA,3143.68,85,"Yes"
"Server",14,4672,20,40,2100,50,NA,3143.68,85,"Yes"
"Server",14,5895,22,44,2200,55,NA,3143.68,85,"Yes"
"Server",14,7174,24,48,2200,60,NA,3143.68,85,"Yes"
"Server",14,6841,10,20,2800,60,NA,3143.68,85,"Yes"
"Server",14,6841,4,8,3200,60,NA,3143.68,85,"Yes"
"Server",14,8898,24,48,2400,60,NA,3143.68,85,"Yes"
"Server",22,2170,12,24,2100,30,"Last Level Cache",1576.96,85,"Yes"
"Server",22,1502,10,20,1900,25,"Last Level Cache",1576.96,85,"Yes"
"Server",22,3003,14,28,2200,35,"Last Level Cache",1576.96,85,"Yes"
"Server",22,4061,16,32,2200,40,"Last Level Cache",1576.96,85,"Yes"
"Server",22,4672,16,32,2500,45,NA,1576.96,85,"Yes"
"Server",22,4672,18,36,2100,45,"Last Level Cache",1576.96,85,"Yes"
"Server",22,5895,18,36,2300,45,"Last Level Cache",1576.96,85,"Yes"
"Server",22,6063,18,36,2000,45,"Last Level Cache",1576.96,85,"Yes"
"Server",22,7174,18,36,2500,45,"Last Level Cache",1576.96,85,"Yes"
"Server",22,6841,10,20,2800,45,"Last Level Cache",1576.96,85,"Yes"
"Server",22,6841,4,8,3200,45,"Last Level Cache",1576.96,85,"Yes"
"Server",22,4227,15,30,2300,30,NA,1576.96,85,"Yes"
"Server",22,5339,15,30,2500,37.5,NA,1576.96,85,"Yes"
"Server",22,6451,15,30,2800,37.5,NA,1576.96,85,"Yes"
"Server",22,1223,6,12,1900,12,NA,1576.96,68,"Yes"
"Server",22,1446,8,16,2000,16,NA,1576.96,68,"Yes"
"Server",22,2059,10,20,2200,20,NA,1576.96,68,"Yes"
"Server",22,2837,12,24,2300,24,NA,1576.96,68,"Yes"
"Server",22,3838,12,24,2600,30,NA,1576.96,85,"Yes"
"Server",22,4394,15,30,2300,30,NA,1576.96,85,"Yes"
"Server",22,5506,15,30,2500,37.5,NA,1576.96,85,"Yes"
"Server",22,6619,15,30,2800,37.5,NA,1576.96,85,"Yes"
"Server",22,6841,6,12,3400,37.5,NA,1576.96,85,"Yes"
"Server",22,6841,10,20,3200,37.5,NA,1576.96,85,"Yes"
"Server",22,6841,15,30,2800,37.5,NA,1576.96,85,"Yes"
"Server",22,5729,15,30,2200,37.5,NA,1576.96,85,"Yes"
"Server",22,5729,15,30,2500,37.5,NA,1576.96,85,"Yes"
"Server",22,4616,15,30,2300,30,NA,1576.96,85,"Yes"
"Server",22,3838,12,12,3000,30,NA,1576.96,85,"Yes"
"Server",22,3059,12,24,2300,24,NA,1576.96,68,"Yes"
"Server",32,1334,8,16,2000,18,"SmartCache",1044.48,25.6,"Yes"
"Server",32,1779,8,16,2130,24,"SmartCache",1044.48,25.6,"Yes"
"Server",32,2558,10,20,2000,24,"SmartCache",1044.48,25.6,"Yes"
"Server",32,3670,10,20,2260,24,"SmartCache",1044.48,25.6,"Yes"
"Server",32,4227,10,20,2400,30,"SmartCache",1044.48,25.6,"Yes"
"Server",32,890,6,12,1860,18,"SmartCache",2099.2,25.6,"Yes"
"Server",32,1446,8,16,2000,18,"SmartCache",2099.2,25.6,"Yes"
"Server",32,2059,8,16,2130,24,"SmartCache",2099.2,25.6,"Yes"
"Server",32,2837,10,20,2000,24,"SmartCache",2099.2,25.6,"Yes"
"Server",32,3838,10,20,2260,24,"SmartCache",2099.2,25.6,"Yes"
"Server",32,4394,10,20,2400,30,"SmartCache",2099.2,25.6,"Yes"
"Server",32,2280,8,16,2130,24,"SmartCache",4198.4,25.6,"Yes"
"Server",32,2280,8,8,2660,24,"SmartCache",4198.4,25.6,"Yes"
"Server",32,3059,10,20,2000,24,"SmartCache",4198.4,25.6,"Yes"
"Server",32,4061,10,20,2260,24,"SmartCache",4198.4,25.6,"Yes"
"Server",32,4172,10,20,2130,30,"SmartCache",4198.4,25.6,"Yes"
"Server",32,4616,10,20,2400,30,"SmartCache",4198.4,25.6,"Yes"
"Mobile",14,393,2,4,2600,4,NA,16,25.6,"Yes"
"Mobile",14,426,2,4,2200,4,NA,16,25.6,"Yes"
"Desktop",14,371.5,4,8,3300,6,NA,32,25.6,"Yes"
"Desktop",14,348,4,8,3300,6,NA,32,29.86,"Yes"
"Mobile",14,378,4,8,2700,6,NA,32,25.6,"Yes"
"Embedded",14,378,4,8,2600,6,"SmartCache",32,25.6,"Yes"
"Mobile",14,434,4,8,2500,6,NA,32,25.6,"Yes"
"Embedded",14,435,4,8,2700,6,"SmartCache",32,25.6,"Yes"
"Mobile",14,434,4,8,2700,6,NA,32,25.6,"Yes"
"Mobile",14,623,4,8,2900,6,NA,32,25.6,"Yes"
"Mobile",14,393,2,4,2400,4,NA,16,25.6,"Yes"
"Mobile",14,281,2,4,900,4,"SmartCache",16,29.8,"Yes"
"Desktop",14,117,2,4,3600,3,NA,64,34.1,"Yes"
"Mobile",14,304,2,4,3100,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,304,2,4,2900,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,281,2,4,1000,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,225,2,4,3000,3,NA,64,34.1,"Yes"
"Mobile",14,281,2,4,2400,3,"SmartCache",32,34.1,"Yes"
"Desktop",14,117,2,4,3900,3,"SmartCache",64,25.6,"Yes"
"Embedded",14,225,2,4,2900,3,NA,64,34.1,"Yes"
"Desktop",14,117,2,4,3400,3,"SmartCache",64,25.6,"Yes"
"Desktop",14,117,2,4,3400,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,117,2,4,3900,3,"SmartCache",64,34.1,"Yes"
"Embedded",14,225,2,4,2100,3,NA,64,34.1,"Yes"
"Desktop",14,142.5,2,4,3500,4,"SmartCache",64,25.6,"Yes"
"Desktop",14,142.5,2,4,4000,4,"SmartCache",64,25.6,"Yes"
"Desktop",14,153,2,4,4100,4,"SmartCache",64,25.6,"Yes"
"Desktop",14,173.5,2,4,4200,4,"SmartCache",64,25.6,"Yes"
"Mobile",14,281,2,4,1100,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,393,2,4,2500,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,393,2,4,2600,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,415,2,4,2200,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,415,2,4,2400,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,378,4,8,2600,6,"SmartCache",64,34.1,"Yes"
"Mobile",14,434,4,8,2600,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,307.5,4,8,3400,8,"SmartCache",64,34.1,"Yes"
"Embedded",14,303,4,8,2400,8,"SmartCache",64,34.1,"Yes"
"Desktop",14,303,4,8,2800,8,"SmartCache",64,34.1,"Yes"
"Desktop",14,344.5,4,8,4000,8,"SmartCache",64,34.1,"Yes"
"Embedded",14,378,4,8,2800,8,"SmartCache",64,34.1,"Yes"
"Mobile",14,378,4,8,2700,8,"SmartCache",64,34.1,"Yes"
"Mobile",14,378,4,8,2700,8,"SmartCache",64,34.1,"Yes"
"Embedded",14,378,4,8,2000,8,"SmartCache",64,34.1,"Yes"
"Mobile",14,434,4,8,2700,8,"SmartCache",64,34.1,"Yes"
"Mobile",14,568,4,8,2900,8,"SmartCache",64,34.1,"Yes"
"Mobile",14,623,4,8,2800,8,"SmartCache",64,34.1,"Yes"
"Mobile",14,304,2,4,1800,4,"SmartCache",32,34.1,"Yes"
"Mobile",14,281,2,4,2300,3,"SmartCache",32,34.1,"Yes"
"Mobile",14,281,2,4,2400,3,"SmartCache",32,34.1,"Yes"
"Mobile",14,250,4,4,2300,6,"SmartCache",64,34.1,"Yes"
"Mobile",14,306,4,4,2300,6,"SmartCache",64,34.1,"Yes"
"Mobile",14,304,2,4,2000,4,"SmartCache",32,34.1,"Yes"
"Embedded",14,250,4,4,1900,6,"SmartCache",64,34.1,"Yes"
"Mobile",14,250,4,4,2600,6,"SmartCache",64,34.1,"Yes"
"Embedded",14,250,4,4,2700,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,182,4,4,2200,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,184.5,4,4,2700,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,184.5,4,4,2800,6,NA,64,34.1,"Yes"
"Embedded",14,192,4,4,2300,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,192,4,4,2500,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,197,4,4,3200,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,213,4,4,2700,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,242.5,4,4,3500,6,"SmartCache",64,34.1,"Yes"
"Desktop",14,218.5,4,4,3300,6,"SmartCache",64,34.1,"Yes"
"Mobile",14,281,2,4,2000,3,"SmartCache",32,34.1,"Yes"
"Embedded",14,117,2,4,2700,4,"SmartCache",64,34.1,"Yes"
"Desktop",14,117,2,4,3200,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,117,2,4,3700,3,"SmartCache",64,34.1,"Yes"
"Mobile",14,304,2,4,2700,3,"SmartCache",32,34.1,"Yes"
"Mobile",14,304,2,4,2400,3,"SmartCache",32,34.1,"Yes"
"Embedded",14,225,2,4,1900,3,"SmartCache",64,34.1,"Yes"
"Mobile",14,281,2,4,2300,3,"SmartCache",32,34.1,"Yes"
"Mobile",14,225,2,4,2700,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,153,2,4,3900,4,"SmartCache",64,34.1,"Yes"
"Desktop",14,142.5,2,4,3300,4,"SmartCache",64,34.1,"Yes"
"Embedded",14,225,2,4,2700,3,"SmartCache",64,34.1,"Yes"
"Desktop",14,142.5,2,4,3800,4,"SmartCache",64,34.1,"Yes"
"Mobile",14,281,2,4,1100,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,281,2,4,1100,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,393,2,4,1200,4,"SmartCache",16,29.8,"Yes"
"Mobile",14,426,2,4,2000,4,"SmartCache",16,25.6,"Yes"
"Mobile",14,426,2,4,3100,4,NA,16,25.6,"Yes"
